NumRF;Montant;MontantRF;DateDon;AdressePays;NomDonateur;RowID;NumRF_numeric;Nb_Doublons_NumRF;Ctrl_DoublonRF;Taille_RuptureSeq;Ctrl_RuptureSeq;Ctrl_PaysGAFI;Ctrl_MontantNegatif;Ctrl_MontantNul;Ctrl_IdentiteVide;Ctrl_Montant500;Ctrl_DateApresNov;Ctrl_Etranger;Mois;JourSemaine;EstFinAnnee;RiskRule;Prob_Risque;Classe_ML
1013;114.26;113.33;2024-09-19;France;Paul Moreau;880;1013;1;0;1;0;0;0;0;0;0;0;0;9;3;0;0;0.0558221141315585;Risque faible
1014;45.53;46.19;2024-12-06;France;Lea Durand;881;1014;1;0;1;0;0;0;0;0;0;1;0;12;4;1;0;0.26611930771071607;Risque faible
1015;113.12;112.89;2024-03-02;France;Luc Moreau;882;1015;1;0;1;0;0;0;0;0;0;0;0;3;5;0;0;0.05861841054813276;Risque faible
1016;372.95;373.12;2024-12-28;Espagne;Luc Dupont;883;1016;1;0;1;0;0;0;0;0;0;1;1;12;5;1;1;0.21128253567716296;Risque faible
1017;4527.2;4528.09;2024-06-23;France;Lea Durand;884;1017;1;0;1;0;0;0;0;0;1;0;0;6;6;0;0;0.4257103494334843;Risque faible
1018;59.73;59.45;2024-12-06;France;Hugo Martin;885;1018;1;0;1;0;0;0;0;0;0;1;0;12;4;1;0;0.26611930771071607;Risque faible
1019;105.86;105.55;2024-12-10;France;Paul Bernard;886;1019;1;0;1;0;0;0;0;0;0;1;0;12;1;1;0;0.25095129853107606;Risque faible
1020;196.75;196.68;2024-12-19;France;Camille Richard;887;1020;1;0;1;0;0;0;0;0;0;1;0;12;3;1;0;0.12558938330094752;Risque faible
1021;245.57;245.58;2024-08-11;Espagne;Emma Bernard;888;1021;1;0;1;0;0;0;0;0;0;0;1;8;6;0;0;0.09787748497668125;Risque faible
1022;152.35;153.29;2024-03-29;France;Luc Simon;889;1022;1;0;1;0;0;0;0;0;0;0;0;3;4;0;0;0.057220018809968104;Risque faible
1023;260.86;261.64;2024-11-02;France;Hugo Simon;890;1023;1;0;1;0;0;0;0;0;0;1;0;11;5;1;0;0.10184050408555725;Risque faible
1033;345.51;345.82;2024-02-10;France;Marie Laurent;891;1033;1;0;10;1;0;0;0;0;0;0;0;2;5;0;1;0.01273165412573641;Risque faible
1034;165.88;166.6;2024-07-04;France;Camille Dupont;892;1034;1;0;1;0;0;0;0;0;0;0;0;7;3;0;0;0.04006996108225084;Risque faible
1035;505.34;505.25;2024-12-26;France;Marie Richard;893;1035;1;0;1;0;0;0;0;0;1;1;0;12;3;1;1;0.1856848901576015;Risque faible
1036;97.32;97.47;2024-01-09;France;Camille Durand;894;1036;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0.12009155011834131;Risque faible
1037;78.29;78.14;2024-12-27;France;Lea Richard;895;1037;1;0;1;0;0;0;0;0;0;1;0;12;4;1;0;0.2684844472955408;Risque faible
1038;2424.76;2424.11;2024-07-04;France;Emma Bernard;896;1038;1;0;1;0;0;0;0;0;1;0;0;7;3;0;0;0.28529299084435367;Risque faible
1039;12.85;13.45;2024-03-22;France;Nicolas Martin;897;1039;1;0;1;0;0;0;0;0;0;0;0;3;4;0;0;0.1304752199630728;Risque faible
1040;125.99;126.26;2024-06-25;France;Luc Bernard;898;1040;1;0;1;0;0;0;0;0;0;0;0;6;1;0;0;0.08027225427569787;Risque faible
1041;150.03;150.04;2024-04-03;France;Jean Martin;899;1041;1;0;1;0;0;0;0;0;0;0;0;4;2;0;0;0.05943672492900127;Risque faible
1042;343.83;343.83;2024-12-17;France;Emma Laurent;900;1042;1;0;1;0;0;0;0;0;0;1;0;12;1;1;0;0.16383995342818652;Risque faible
1043;46.36;45.61;2024-06-08;Italie;Jean Martin;901;1043;1;0;1;0;0;0;0;0;0;0;1;6;5;0;0;0.17623298364644738;Risque faible
1044;1912.56;1912.07;2024-11-05;France;Camille Robert;902;1044;1;0;1;0;0;0;0;0;1;1;0;11;1;1;1;0.25887701636936156;Risque faible
1045;219.34;219.51;2024-12-22;France;Jean Laurent;903;1045;1;0;1;0;0;0;0;0;0;1;0;12;6;1;0;0.14394812928995554;Risque faible
1046;655.68;655.42;2024-07-31;France;Sophie Robert;904;1046;1;0;1;0;0;0;0;0;1;0;0;7;2;0;0;0.40516588391476716;Risque faible
1047;100.37;100.26;2024-05-31;France;Luc Robert;905;1047;1;0;1;0;0;0;0;0;0;0;0;5;4;0;0;0.06267691058626267;Risque faible
1048;308.14;308.09;2024-11-11;France;Camille Simon;906;1048;1;0;1;0;0;0;0;0;0;1;0;11;0;1;0;0.1181734426055079;Risque faible
1049;176.63;176.29;2024-05-22;France;Nicolas Robert;907;1049;1;0;1;0;0;0;0;0;0;0;0;5;2;0;0;0.053915975530686555;Risque faible
1050;211.54;211.06;2024-01-25;France;Emma Moreau;908;1050;1;0;1;0;0;0;0;0;0;0;0;1;3;0;0;0.06253499916881301;Risque faible
1051;120.78;119.97;2024-07-18;France;Hugo Richard;909;1051;1;0;1;0;0;0;0;0;0;0;0;7;3;0;0;0.04881008937910745;Risque faible
1052;335.13;335.06;2024-12-19;France;Sophie Bernard;910;1052;1;0;1;0;0;0;0;0;0;1;0;12;3;1;0;0.11830921364150075;Risque faible
1053;387.11;387.42;2024-01-04;France;Sophie Bernard;911;1053;1;0;1;0;0;0;0;0;0;0;0;1;3;0;0;0.06546828017352259;Risque faible
1054;259.04;258.22;2024-10-14;France;Lea Richard;912;1054;1;0;1;0;0;0;0;0;0;0;0;10;0;0;0;0.06103745595171541;Risque faible
1055;1043.93;1043.92;2024-06-21;France;Emma Dupont;913;1055;1;0;1;0;0;0;0;0;1;0;0;6;4;0;0;0.36240051134232787;Risque faible
1056;155.81;155.95;2024-07-02;France;Luc Moreau;914;1056;1;0;1;0;0;0;0;0;0;0;0;7;1;0;0;0.07646883767171514;Risque faible
1057;350.73;350.24;2024-09-07;France;Marie Bernard;915;1057;1;0;1;0;0;0;0;0;0;0;0;9;5;0;0;0.03763246346787577;Risque faible
1058;1771.24;1771.95;2024-10-17;France;Nicolas Petit;916;1058;1;0;1;0;0;0;0;0;1;0;0;10;3;0;0;0.28741225464128534;Risque faible
1059;297.67;297.48;2024-10-12;France;Camille Robert;917;1059;1;0;1;0;0;0;0;0;0;0;0;10;5;0;0;0.037868797878020825;Risque faible
1060;408.7;408.65;2024-12-24;France;Hugo Robert;918;1060;1;0;1;0;0;0;0;0;0;1;0;12;1;1;0;0.16178005082727823;Risque faible
1061;576.3;576.2199999999999;2024-04-21;France;Marie Durand;919;1061;1;0;1;0;0;0;0;0;1;0;0;4;6;0;0;0.5280127416816803;Risque faible
1062;307.45;306.56;2024-12-05;France;Emma Simon;920;1062;1;0;1;0;0;0;0;0;0;1;0;12;3;1;0;0.1195223283955991;Risque faible
1063;390.23;390.73;2024-11-05;France;Marie Martin;921;1063;1;0;1;0;0;0;0;0;0;1;0;11;1;1;0;0.13231687410601164;Risque faible
1064;4506.76;4506.280000000001;2024-12-04;France;Lea Laurent;922;1064;1;0;1;0;0;0;0;0;1;1;0;12;2;1;1;0.3150302154851476;Risque faible
1065;10.95;10.83;2024-05-09;France;Jean Moreau;923;1065;1;0;1;0;0;0;0;0;0;0;0;5;3;0;0;0.12971034118231417;Risque faible
1066;310.39;310.69;2024-12-08;France;Luc Dupont;924;1066;1;0;1;0;0;0;0;0;0;1;0;12;6;1;0;0.14531978454106217;Risque faible
1067;162.08;162.81;2024-11-14;France;Camille Dupont;925;1067;1;0;1;0;0;0;0;0;0;1;0;11;3;1;0;0.11644513152116186;Risque faible
1068;182.08;181.54;2024-11-19;France;Emma Laurent;926;1068;1;0;1;0;0;0;0;0;0;1;0;11;1;1;0;0.144559614236562;Risque faible
1069;163.8;163.58;2024-08-22;France;Marie Martin;927;1069;1;0;1;0;0;0;0;0;0;0;0;8;3;0;0;0.03990095414603024;Risque faible
1070;808.24;808.9300000000001;2024-11-27;France;Jean Dupont;928;1070;1;0;1;0;0;0;0;0;1;1;0;11;2;1;1;0.29184383718745766;Risque faible
1071;246.32;246.55;2024-12-19;France;Sophie Robert;929;1071;1;0;1;0;0;0;0;0;0;1;0;12;3;1;0;0.12263523310331906;Risque faible
1072;347.05;347.39;2024-08-12;France;Sophie Richard;930;1072;1;0;1;0;0;0;0;0;0;0;0;8;0;0;0;0.05937453460340081;Risque faible
1073;291.74;291.21;2024-10-01;France;Lea Martin;931;1073;1;0;1;0;0;0;0;0;0;0;0;10;1;0;0;0.0687089974875844;Risque faible
1074;392.64;392.45;2024-11-18;France;Jean Martin;932;1074;1;0;1;0;0;0;0;0;0;1;0;11;0;1;0;0.11631110513323191;Risque faible
1075;1972.59;1972.51;2024-08-19;France;Camille Richard;933;1075;1;0;1;0;0;0;0;0;1;0;0;8;0;0;0;0.2607922812028126;Risque faible
1076;168.78;168.35;2024-12-07;France;Sophie Durand;934;1076;1;0;1;0;0;0;0;0;0;1;0;12;5;1;0;0.15254577670500527;Risque faible
1077;290.02;289.18;2024-09-30;France;Marie Dupont;935;1077;1;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0.0597615938827499;Risque faible
1078;40.93;40.67;2024-12-27;France;Luc Simon;936;1078;1;0;1;0;0;0;0;0;0;1;0;12;4;1;0;0.26611930771071607;Risque faible
1079;178.36;179.04;2024-12-15;France;Emma Richard;937;1079;1;0;1;0;0;0;0;0;0;1;0;12;6;1;0;0.1452935838354101;Risque faible
1080;68.28;68.31;2024-05-18;France;Jean Dupont;938;1080;1;0;1;0;0;0;0;0;0;0;0;5;5;0;0;0.11458567873833041;Risque faible
1081;205.59;206.28;2024-08-03;France;Sophie Martin;939;1081;1;0;1;0;0;0;0;0;0;0;0;8;5;0;0;0.03534290276877327;Risque faible
1082;174.59;174.68;2024-11-09;France;Paul Richard;940;1082;1;0;1;0;0;0;0;0;0;1;0;11;5;1;0;0.10460903555408872;Risque faible
1083;267.1;266.72;2024-09-30;France;Camille Dupont;941;1083;1;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0.06103745595171541;Risque faible
1084;135.94;136.58;2024-12-12;France;Camille Martin;942;1084;1;0;1;0;0;0;0;0;0;1;0;12;3;1;0;0.16736142421490033;Risque faible
1085;23.53;23.64;2024-12-14;France;Sophie Richard;943;1085;1;0;1;0;0;0;0;0;0;1;0;12;5;1;0;0.2633087590951954;Risque faible
1086;95.58;96.06;2024-07-02;France;Paul Simon;944;1086;1;0;1;0;0;0;0;0;0;0;0;7;1;0;0;0.09752450981046822;Risque faible
1087;127.35;126.82;2024-12-05;France;Camille Petit;945;1087;1;0;1;0;0;0;0;0;0;1;0;12;3;1;0;0.16846590182684062;Risque faible
1088;374.74;375.26;2024-12-10;France;Hugo Robert;946;1088;1;0;1;0;0;0;0;0;0;1;0;12;1;1;0;0.1619148686410434;Risque faible
1089;117.06;117.59;2024-10-05;France;Emma Simon;947;1089;1;0;1;0;0;0;0;0;0;0;0;10;5;0;0;0.04935963755497958;Risque faible
1090;689.99;690.13;2024-12-16;France;Nicolas Richard;948;1090;1;0;1;0;0;0;0;0;1;1;0;12;0;1;1;0.21148713669187602;Risque faible
1091;4909.73;4909.33;2024-10-26;France;Marie Simon;949;1091;1;0;1;0;0;0;0;0;1;0;0;10;5;0;0;0.44368523087560335;Risque faible
1092;83.01;82.99000000000001;2024-03-12;France;Marie Martin;950;1092;1;0;1;0;0;0;0;0;0;0;0;3;1;0;0;0.17857886637126566;Risque faible
1093;132.43;132.74;2024-12-01;France;Marie Durand;951;1093;1;0;1;0;0;0;0;0;0;1;0;12;6;1;0;0.17949187551722867;Risque faible
1094;3110.03;3110.15;2024-09-26;France;Sophie Moreau;952;1094;1;0;1;0;0;0;0;0;1;0;0;9;3;0;0;0.32073227983236624;Risque faible
1095;130.77;131.07;2024-11-26;France;Lea Dupont;953;1095;1;0;1;0;0;0;0;0;0;1;0;11;1;1;0;0.18400418947721323;Risque faible
1096;88.67;89.18;2024-08-27;France;Jean Petit;954;1096;1;0;1;0;0;0;0;0;0;0;0;8;1;0;0;0.11368221225011699;Risque faible
1097;107.23;106.91;2024-04-17;France;Marie Bernard;955;1097;1;0;1;0;0;0;0;0;0;0;0;4;2;0;0;0.07779345807571195;Risque faible
1098;173.62;173.04;2024-10-18;Myanmar;Camille Martin;956;1098;1;0;1;0;1;0;0;0;0;0;1;10;4;0;1;0.11251475195269946;Risque faible
1103;87.38;87.36;2024-10-26;Tunisie;Camille Simon;957;1103;1;0;5;1;0;0;0;0;0;0;1;10;5;0;1;0.10605444817863116;Risque faible
1104;282.02;281.86;2024-04-09;France;Emma Durand;958;1104;1;0;1;0;0;0;0;0;0;0;0;4;1;0;0;0.07347281823469441;Risque faible
1105;798.24;798.63;2024-03-21;France;Emma Dupont;959;1105;1;0;1;0;0;0;0;0;1;0;0;3;3;0;0;0.3033253866648489;Risque faible
1106;208.46;207.92;2024-12-25;France;Luc Bernard;960;1106;1;0;1;0;0;0;0;0;0;1;0;12;2;1;0;0.133106853881316;Risque faible
1107;261.31;261.82;2024-12-14;France;Camille Moreau;961;1107;1;0;1;0;0;0;0;0;0;1;0;12;5;1;0;0.1427970926718582;Risque faible
1108;1866.93;1867.61;2024-01-17;France;Hugo Simon;962;1108;1;0;1;0;0;0;0;0;1;0;0;1;2;0;0;0.31964279703715254;Risque faible
1109;801.73;801.73;2024-12-23;France;Jean Martin;963;1109;1;0;1;0;0;0;0;0;1;1;0;12;0;1;1;0.2141999401395272;Risque faible
1110;110.45;110.48;2024-12-26;France;Marie Dupont;964;1110;1;0;1;0;0;0;0;0;0;1;0;12;3;1;0;0.19469158683534055;Risque faible
1111;205.55;205.17;2024-12-18;France;Lea Petit;965;1111;1;0;1;0;0;0;0;0;0;1;0;12;2;1;0;0.133106853881316;Risque faible
1112;263.93;263.66;2024-05-05;France;Hugo Laurent;966;1112;1;0;1;0;0;0;0;0;0;0;0;5;6;0;0;0.03929824053175567;Risque faible
1113;114.56;114.36;2024-11-05;France;Jean Moreau;967;1113;1;0;1;0;0;0;0;0;0;1;0;11;1;1;0;0.20169076474996014;Risque faible
1114;221.0;221.72;2024-05-05;France;Lea Laurent;968;1114;1;0;1;0;0;0;0;0;0;0;0;5;6;0;0;0.03736540471086015;Risque faible
1115;376.45;376.41;2024-05-09;France;Paul Simon;969;1115;1;0;1;0;0;0;0;0;0;0;0;5;3;0;0;0.04350330881119667;Risque faible
1116;126.28;125.62;2024-11-13;France;Luc Robert;970;1116;1;0;1;0;0;0;0;0;0;1;0;11;2;1;0;0.15293096730188854;Risque faible
1117;55.7;55.83000000000001;2024-09-12;France;Luc Dupont;971;1117;1;0;1;0;0;0;0;0;0;0;0;9;3;0;0;0.1318004263402041;Risque faible
1118;363.62;364.03;2024-11-04;France;Camille Martin;972;1118;1;0;1;0;0;0;0;0;0;1;0;11;0;1;0;0.11631110513323191;Risque faible
1119;3911.79;3911.78;2024-08-01;France;Jean Martin;973;1119;1;0;1;0;0;0;0;0;1;0;0;8;3;0;0;0.37112656970738217;Risque faible
1120;198.36;199.09;2024-05-08;France;Nicolas Simon;974;1120;1;0;1;0;0;0;0;0;0;0;0;5;2;0;0;0.053915975530686555;Risque faible
1121;124.57;124.96;2024-01-12;France;Luc Petit;975;1121;1;0;1;0;0;0;0;0;0;0;0;1;4;0;0;0.07048092820292542;Risque faible
1122;16.8;16.28;2024-11-02;France;Marie Richard;976;1122;1;0;1;0;0;0;0;0;0;1;0;11;5;1;0;0.21231617793004465;Risque faible
1128;485.81;485.53;2024-09-24;France;Nicolas Moreau;977;1128;1;0;6;1;0;0;0;0;0;0;0;9;1;0;1;0.01409552634202633;Risque faible
1129;3616.44;3616.55;2024-02-26;France;Camille Petit;978;1129;1;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0.3533065662172758;Risque faible
1130;108.02;107.19;2024-03-26;France;Emma Simon;979;1130;1;0;1;0;0;0;0;0;0;0;0;3;1;0;0;0.11067384973312501;Risque faible
1131;108.47;108.64;2024-09-30;France;Camille Laurent;980;1131;1;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0.09134430566270735;Risque faible
1132;395.44;394.56;2024-04-12;France;Sophie Simon;981;1132;1;0;1;0;0;0;0;0;0;0;0;4;4;0;0;0.05324424296448373;Risque faible
1133;578.44;578.95;2024-12-04;France;Lea Bernard;982;1133;1;0;1;0;0;0;0;0;1;1;0;12;2;1;1;0.46624008553263696;Risque faible
1134;112.15;112.6;2024-12-15;France;Nicolas Robert;983;1134;1;0;1;0;0;0;0;0;0;1;0;12;6;1;0;0.1960440909217762;Risque faible
1135;87.04;87.29;2024-05-22;France;Jean Moreau;984;1135;1;0;1;0;0;0;0;0;0;0;0;5;2;0;0;0.14281391699271312;Risque faible
1136;182.51;182.17;2024-11-27;France;Luc Robert;985;1136;1;0;1;0;0;0;0;0;0;1;0;11;2;1;0;0.11718884295324673;Risque faible
1137;4922.78;4922.87;2024-11-24;France;Marie Simon;986;1137;1;0;1;0;0;0;0;0;1;1;0;11;6;1;1;0.5471469569430508;Risque faible
1138;3728.96;3728.7;2024-11-05;France;Emma Laurent;987;1138;1;0;1;0;0;0;0;0;1;1;0;11;1;1;1;0.36396771856114574;Risque faible
1139;466.79;466.27;2024-05-12;France;Paul Durand;988;1139;1;0;1;0;0;0;0;0;0;0;0;5;6;0;0;0.04350738360543076;Risque faible
1140;335.7;335.53;2024-12-09;France;Marie Durand;989;1140;1;0;1;0;0;0;0;0;0;1;0;12;0;1;0;0.14263853025772696;Risque faible
1141;59.47;59.82;2024-09-20;France;Marie Robert;990;1141;1;0;1;0;0;0;0;0;0;0;0;9;4;0;0;0.12547747470329368;Risque faible
1142;258.54;258.56;2024-05-26;France;Camille Laurent;991;1142;1;0;1;0;0;0;0;0;0;0;0;5;6;0;0;0.03929824053175567;Risque faible
1143;242.96;243.69;2024-01-12;France;Nicolas Simon;992;1143;1;0;1;0;0;0;0;0;0;0;0;1;4;0;0;0.06400152751800912;Risque faible
1144;345.91;346.29;2024-11-23;France;Emma Bernard;993;1144;1;0;1;0;0;0;0;0;0;1;0;11;5;1;0;0.10063010079759074;Risque faible
1145;65.09;65.42;2024-02-24;France;Sophie Petit;994;1145;1;0;1;0;0;0;0;0;0;0;0;2;5;0;0;0.13084883762741528;Risque faible
1146;444.87;444.07;2024-12-03;France;Nicolas Petit;995;1146;1;0;1;0;0;0;0;0;0;1;0;12;1;1;0;0.1617962742735703;Risque faible
1147;169.28;169.14;2024-11-02;France;Sophie Robert;996;1147;1;0;1;0;0;0;0;0;0;1;0;11;5;1;0;0.11007898403707163;Risque faible
1148;317.94;317.41;2024-12-26;France;Emma Moreau;997;1148;1;0;1;0;0;0;0;0;0;1;0;12;3;1;0;0.1195223283955991;Risque faible
1149;80.46;80.36999999999999;2024-08-20;France;Jean Robert;998;1149;1;0;1;0;0;0;0;0;0;0;0;8;1;0;0;0.1669466928654005;Risque faible
1150;1999.46;1999.11;2024-06-10;France;Nicolas Laurent;999;1150;1;0;1;0;0;0;0;0;1;0;0;6;0;0;0;0.2619485312028126;Risque faible
1151;113.68;113.49;2024-03-22;France;Sophie Moreau;1000;1151;1;0;1;0;0;0;0;0;0;0;0;3;4;0;0;0.06607466680975156;Risque faible
1152;808.46;808.99;2024-12-05;France;Nicolas Dupont;1001;1152;1;0;1;0;0;0;0;0;1;1;0;12;3;1;1;0.2514998969689639;Risque faible
1153;82.22;82.46;2024-12-15;France;Lea Moreau;1002;1153;1;0;1;0;0;0;0;0;0;1;0;12;6;1;0;0.26682493529811735;Risque faible
1154;108.75;109.25;2024-11-08;France;Luc Laurent;1003;1154;1;0;1;0;0;0;0;0;0;1;0;11;4;1;0;0.16302375312230247;Risque faible
1155;180.51;179.71;2024-06-08;France;Marie Durand;1004;1155;1;0;1;0;0;0;0;0;0;0;0;6;5;0;0;0.03551190970499388;Risque faible
1156;330.67;330.7;2024-06-27;France;Luc Robert;1005;1156;1;0;1;0;0;0;0;0;0;0;0;6;3;0;0;0.03758098425918696;Risque faible
1157;444.54;445.02;2024-12-27;France;Emma Laurent;1006;1157;1;0;1;0;0;0;0;0;0;1;0;12;4;1;0;0.143137599376739;Risque faible
1158;384.17;384.92;2024-07-26;France;Lea Dupont;1007;1158;1;0;1;0;0;0;0;0;0;0;0;7;4;0;0;0.04833453937472018;Risque faible
1159;405.14;404.37;2024-12-31;France;Paul Durand;1008;1159;1;0;1;0;0;0;0;0;0;1;0;12;1;1;0;0.16178005082727823;Risque faible
1160;527.74;527.5600000000001;2024-08-01;France;Nicolas Laurent;1009;1160;1;0;1;0;0;0;0;0;1;0;0;8;3;0;0;0.3838586049374995;Risque faible
1161;216.34;216.86;2024-12-17;France;Marie Petit;1010;1161;1;0;1;0;0;0;0;0;0;1;0;12;1;1;0;0.16951142743545938;Risque faible
1162;414.49;414.39;2024-06-02;France;Sophie Durand;1011;1162;1;0;1;0;0;0;0;0;0;0;0;6;6;0;0;0.04167046194782877;Risque faible
1163;136.83;136.37;2024-12-03;France;Luc Robert;1012;1163;1;0;1;0;0;0;0;0;0;1;0;12;1;1;0;0.2236211359106358;Risque faible
1164;205.3;204.53;2024-10-19;France;Hugo Martin;1013;1164;1;0;1;0;0;0;0;0;0;0;0;10;5;0;0;0.037868797878020825;Risque faible
1165;194.96;194.49;2024-06-14;France;Lea Richard;1014;1165;1;0;1;0;0;0;0;0;0;0;0;6;4;0;0;0.04412539630104509;Risque faible
1166;278.88;278.04;2024-09-28;France;Luc Dupont;1015;1166;1;0;1;0;0;0;0;0;0;0;0;9;5;0;0;0.03700582411708788;Risque faible
1167;192.57;192.6;2024-01-24;France;Marie Richard;1016;1167;1;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0.07160221134284835;Risque faible
1168;97.65;98.10000000000001;2024-12-13;France;Emma Simon;1017;1168;1;0;1;0;0;0;0;0;0;1;0;12;4;1;0;0.20273913165883428;Risque faible
1169;130.34;129.71;2024-11-10;France;Emma Dupont;1018;1169;1;0;1;0;0;0;0;0;0;1;0;11;6;1;0;0.13274634729913096;Risque faible
1170;165.88;166.01;2024-09-16;France;Hugo Bernard;1019;1170;1;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0.06548170502000458;Risque faible
1171;31.51;31.93;2024-11-01;France;Lea Richard;1020;1171;1;0;1;0;0;0;0;0;0;1;0;11;4;1;0;0.22634848461873977;Risque faible
1172;492.49;492.49;2024-12-02;France;Paul Bernard;1021;1172;1;0;1;0;0;0;0;0;0;1;0;12;0;1;0;0.1448731344889616;Risque faible
1173;246.69;245.88;2024-08-13;France;Lea Richard;1022;1173;1;0;1;0;0;0;0;0;0;0;0;8;1;0;0;0.06745896444730237;Risque faible
1174;282.99;283.18;2024-04-11;France;Marie Bernard;1023;1174;1;0;1;0;0;0;0;0;0;0;0;4;3;0;0;0.04511200446337058;Risque faible
1175;366.44;366.41;2024-05-10;France;Emma Durand;1024;1175;1;0;1;0;0;0;0;0;0;0;0;5;4;0;0;0.047426404238634735;Risque faible
1176;364.66;364.58;2024-09-20;France;Sophie Moreau;1025;1176;1;0;1;0;0;0;0;0;0;0;0;9;4;0;0;0.04624595006392699;Risque faible
1177;116.27;116.0;2024-01-12;France;Paul Richard;1026;1177;1;0;1;0;0;0;0;0;0;0;0;1;4;0;0;0.07549236719496787;Risque faible
1178;303.29;303.33;2024-11-17;France;Hugo Moreau;1027;1178;1;0;1;0;0;0;0;0;0;1;0;11;6;1;0;0.10436319595476125;Risque faible
1179;3164.09;3164.34;2024-06-29;France;Sophie Robert;1028;1179;1;0;1;0;0;0;0;0;1;0;0;6;5;0;0;0.4091250797510792;Risque faible
1180;202.73;203.93;2024-11-12;France;Emma Dupont;1029;1180;1;0;1;0;0;0;0;0;0;1;0;11;1;1;0;0.14132847992237121;Risque faible
1181;89.62;89.68;2024-11-04;France;Nicolas Bernard;1030;1181;1;0;1;0;0;0;0;0;0;1;0;11;0;1;0;0.2066253821821906;Risque faible
1182;258.34;259.1;2024-04-23;France;Marie Durand;1031;1182;1;0;1;0;0;0;0;0;0;0;0;4;1;0;0;0.07474868030365994;Risque faible
1183;663.1;663.28;2024-01-18;France;Sophie Petit;1032;1183;1;0;1;0;0;0;0;0;1;0;0;1;3;0;0;0.4181251840337626;Risque faible
1184;169.95;169.9;2024-04-13;France;Camille Simon;1033;1184;1;0;1;0;0;0;0;0;0;0;0;4;5;0;0;0.041446503837833666;Risque faible
1185;178.15;178.22;2024-12-06;France;Hugo Simon;1034;1185;1;0;1;0;0;0;0;0;0;1;0;12;4;1;0;0.1469530958328335;Risque faible
1186;245.67;245.06;2024-12-21;France;Jean Bernard;1035;1186;1;0;1;0;0;0;0;0;0;1;0;12;5;1;0;0.1427970926718582;Risque faible
1187;448.19;448.34;2024-04-02;France;Camille Laurent;1036;1187;1;0;1;0;0;0;0;0;0;0;0;4;1;0;0;0.07754714349460431;Risque faible
1188;36.35;35.35;2024-11-13;France;Emma Dupont;1037;1188;1;0;1;0;0;0;0;0;0;1;0;11;2;1;0;0.24709300874639087;Risque faible
1189;565.45;565.0200000000001;2024-05-22;France;Luc Petit;1038;1189;1;0;1;0;0;0;0;0;1;0;0;5;2;0;0;0.450415516697335;Risque faible
1190;31.2;31.25;2024-05-22;France;Sophie Durand;1039;1190;1;0;1;0;0;0;0;0;0;0;0;5;2;0;0;0.1414684624472586;Risque faible
1191;690.49;691.09;2024-10-27;France;Luc Durand;1040;1191;1;0;1;0;0;0;0;0;1;0;0;10;6;0;0;0.32496190540889774;Risque faible
1192;225.97;226.69;2024-04-09;France;Jean Simon;1041;1192;1;0;1;0;0;0;0;0;0;0;0;4;1;0;0;0.07474868030365994;Risque faible
1193;74.29;74.17;2024-03-02;France;Lea Durand;1042;1193;1;0;1;0;0;0;0;0;0;0;0;3;5;0;0;0.12570987279236306;Risque faible
1194;166.81;166.89;2024-12-29;France;Camille Martin;1043;1194;1;0;1;0;0;0;0;0;0;1;0;12;6;1;0;0.15369681332310262;Risque faible
1195;21.69;22.18;2024-11-13;France;Emma Petit;1044;1195;1;0;1;0;0;0;0;0;0;1;0;11;2;1;0;0.24709300874639087;Risque faible
1196;160.58;159.92;2024-06-15;France;Paul Moreau;1045;1196;1;0;1;0;0;0;0;0;0;0;0;6;5;0;0;0.03672502445909224;Risque faible
1197;193.19;193.39;2024-10-21;France;Sophie Bernard;1046;1197;1;0;1;0;0;0;0;0;0;0;0;10;0;0;0;0.06103745595171541;Risque faible
1198;297.04;296.63;2024-05-08;France;Luc Simon;1047;1198;1;0;1;0;0;0;0;0;0;0;0;5;2;0;0;0.05264011346172104;Risque faible
1199;4319.24;4319.15;2024-12-04;France;Camille Bernard;1048;1199;1;0;1;0;0;0;0;0;1;1;0;12;2;1;1;0.3090959127595051;Risque faible
1200;103.64;103.41;2024-12-23;France;Nicolas Petit;1049;1200;1;0;1;0;0;0;0;0;0;1;0;12;0;1;0;0.2281411797084425;Risque faible
1201;223.04;223.26;2024-12-07;France;Camille Petit;1050;1201;1;0;1;0;0;0;0;0;0;1;0;12;5;1;0;0.1427970926718582;Risque faible
1202;700.98;701.26;2024-11-05;France;Marie Moreau;1051;1202;1;0;1;0;0;0;0;0;1;1;0;11;1;1;1;0.265108580887192;Risque faible
1203;57.83;58.28;2024-05-27;France;Sophie Bernard;1052;1203;1;0;1;0;0;0;0;0;0;0;0;5;0;0;0;0.1581013427395249;Risque faible
1204;138.85;139.02;2024-11-29;France;Paul Dupont;1053;1204;1;0;1;0;0;0;0;0;0;1;0;11;4;1;0;0.1442821628242741;Risque faible
1205;312.98;313.07;2024-05-16;France;Lea Robert;1054;1205;1;0;1;0;0;0;0;0;0;0;0;5;3;0;0;0.04222744674223115;Risque faible
